dmg,acc_date,type,reg,operator,fatal,location
sub,19-Jan-21,Boeing 737-4Q8 (SF),G-JMCY,West Atlantic UK,0,Exeter Airport (EXT/EGTE)
unk,23-Jan-21,Canadair CL-600 Challenger 600,N275JP,Global Avionics LLC,0,Los Mochis-Federal Airport (LMM)
sub,23-Jan-21,North American Rockwell Sabreliner 60,XB-JMR,Aviacion Ejecutiva del Bajio,0,"Rocky Point, Clarendon"
sub,24-Jan-21,Raytheon Beechjet 400A,N476BJ,Martinair Inc.,0,"Binghamton Airport, NY (BGM)"
sub,26-Jan-21,Harbin Y-12E,AF-222,Zambian Air Force,0,Mukinge Mission Airstrip
sub,28-Jan-21,Beechcraft B300 King Air 350,N217US,MM-Air LLC,0,"Davenport Airport, IA (DVN)"
sub,01-Feb-21,Boeing 747-8KZF,JA13KZ,Nippon Cargo Airlines,0,Tokyo-Narita International Airport (NRT/RJAA)
non,08-Feb-21,Airbus A320-271N,N918NK,Spirit Airlines,0,"Fort Lauderdale, Florida"
sub,08-Feb-21,Embraer EMB-500 Phenom 100,9H-FAM,Luxwing,0,Paris-Le Bourget Airport (LBG)
sub,09-Feb-21,Antonov An-12BK,RF-95416,Russian Air Force,0,Iturup Airport (ITU)
sub,10-Feb-21,Airbus A320-214 (WL),HZ-FAB,Flyadeal,0,Abha International Airport (OHB)
sub,13-Feb-21,Dassault Falcon 900EX EASy,N823RC,Aerospike Iron LLC,0,"San Diego-Montgomery-Gibbs Executive Airport, CA (MYF)"
sub,14-Feb-21,de Havilland Canada DHC-6 Twin Otter 300,8Q-RAE,Manta Air,0,Malé-Velana International Airport (MLE)
sub,15-Feb-21,de Havilland Canada DHC-6 Twin Otter 300,F-RACA,Armée de l'air et de l'espace,0,Blois-Le-Breuil airfield (LFOQ)
sub,18-Feb-21,Learjet 55C,N559RA,Royal Air Freight,0,"Jeffersonville-Clark Regional Airport, IN (JVY)"
sub,20-Feb-21,Boeing 737-86N (WL),VT-GHE,Air India Express,0,Vijayawada Airport (VGA)
sub,20-Feb-21,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FFVZ,Wings Over Kississing,0,"Kaskattama Airstrip, MB"
w/o,21-Feb-21,Learjet 45XR,3912,Fuerza Aérea Mexicana,6,near Xalapa Airport (JAL)
w/o,21-Feb-21,Beechcraft B300 King Air 350,NAF201,Nigerian Air Force - NAF,7,NE of Abuja-Nnamdi Azikiwe International Airport (ABV)
sub,26-Feb-21,Antonov An-2T,UP-A0351,Asia Continental Airlines,0,near Boraldai
sub,28-Feb-21,Douglas DC-3C,HK-2006,ALIANSA Colombia,0,Monfort Airport (MFB)
unk,01-Mar-21,ATR 72-500 (72-212A),7T-VUK,Air Algérie,0,Ghardaïa-Noumérat Airport (GHA)
w/o,01-Mar-21,Beechcraft B300 King Air 350i,B-10GD,"Beidahuang General Airlines, opf China Met, Administration",5,"Shanghu, Ji'an County"
w/o,02-Mar-21,Let L-410UVP-E,(HK-4274),South Sudan Supreme Airlines,10,Pieri
non,04-Mar-21,Fokker 100,EP-CFM,Iran Air,0,Isfahan Airport
sub,07-Mar-21,Embraer EMB-120ER Brasilia,N233SW,Berry Aviation,0,"Detroit-Willow Run Airport, MI (YIP)"
sub,10-Mar-21,Cessna 208B Grand Caravan,PK-MAD,Mission Aviation Fellowship - MAF,0,Angguruk Airstrip
sub,12-Mar-21,Cessna 208B Grand Caravan,N407GV,Grant Aviation,0,"Chevak Airport, AK (VAK)"
w/o,13-Mar-21,Antonov An-26,02 white,Kazakhstan Border Guards,4,Almaty Airport (ALA)
non,15-Mar-21,Boeing 777-223ER,N789AN,American Airlines,0,"Fort Worth, Texas"
non,16-Mar-21,Bombardier CRJ-701ER,N706SK,Skywest Airlines,0,"Los Angeles International Airport, CA (LAX/KLAX)"
sub,18-Mar-21,Airbus A320-232,XA-VAZ,Viva Aerobus,0,Puerto Vallarta-Gustavo D. Ordaz Airport (PVR)
sub,19-Mar-21,Antonov An-2T,YV3312,Venezuela Flight Canaima,0,Kapaure
w/o,20-Mar-21,Cessna 208B Grand Caravan,5Y-JKN,Aeronav Air Services,2,"3,5 km SW of Marsabit Airport (RBT)"
sub,20-Mar-21,Boeing 737-4Y0,PK-YSF,Trigana Air Service,0,Jakarta-Halim Perdana Kusuma Airport (HLP)
sub,23-Mar-21,Saab 340AF,SP-KPU,SprintAir,0,Gdansk-Lech Walesa Airport (GDN)
w/o,26-Mar-21,Beechcraft B200 Super King Air,5Y-NJS,West Wind Aviation Ltd.,0,Nairobi
non,28-Mar-21,Embraer EMB-145LR,N650AE,"American Eagle , opb Piedmont Airlines",0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)"
min,02-Apr-21,Boeing 737-8AS (WL),9H-QCJ,Malta Air,0,Malta-Luqa Airport (MLA)
sub,03-Apr-21,Cessna 208B Grand Caravan,N215MC,Everts Air Cargo,0,"Fairbanks International Airport, AK (FAI/PAFA)"
w/o,08-Apr-21,Antonov An-2,RA-40...,Unknown,0,Omsk
sub,09-Apr-21,Boeing C-17A Globemaster III,10-0223,United States Air Force - USAF,0,"Charleston AFB, SC (CHS)"
sub,14-Apr-21,Cessna 525A CitationJet CJ2+,JA001T,private,0,"3,7 km W of Osaka/Yao Airport (RJOY)"
sub,15-Apr-21,Learjet 35A,N354EF,Med Air Inc,0,"Colorado Springs Airport, CO (COS/KCOS)"
sub,16-Apr-21,Beechcraft B99 Airliner,N991AK,Lake Clark Air,0,"Chignik-Lagoon Airport, AK (KCL)"
sub,18-Apr-21,Learjet 25B,XB-PIZ,Unknown,0,Toluca-Licenciado Adolfo López Mateos International Airport (TLC)
w/o,20-Apr-21,Learjet 35A,PR-MLA,Eletric Power Construção,1,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)"
sub,26-Apr-21,Cessna 208B Grand Caravan EX,N143CA,Haugland Group Aviation LLC,0,"near Laceyville, PA"
sub,01-May-21,Cessna 550 Citation II,N803SC,STB Aviation LLC,0,"Charleston Executive Airport, SC (KJZI)"
sub,05-May-21,Gulfstream G150,N22ST,TLD Aviation I LLC,0,"Ridgeland Airport, SC"
sub,06-May-21,Beechcraft B200GT King Air 250,VT-MPQ,Government of Madhya Pradesh,0,Gwalior Airport (GWL)
sub,10-May-21,ATR 72-600 (72-212A),B-17010,Uni Air,0,Nangang Island-Matsu Nangan Airport (LZN)
non,12-May-21,Boeing 737-8AS (WL),EI-EGA,Ryanair,0,Alicante Airport (ALC/LEAL)
sub,12-May-21,Swearingen SA226-TC Metro II,N280KL,Key Lime Air,0,"5,9km N of Denver-Centennial Airport, CO (APA)"
unk,13-May-21,Cessna 208B Grand Caravan,CC-DBB,Skydive Andes,0,Melipilla-Los Cuatro Diablos Airport (SCME)
w/o,19-May-21,Hawker 800,XB-R..,private,0,"Sayaxché, Petén"
sub,20-May-21,IAI 1125 Astra,N388WA,private,0,"Parque Laguna del Tigre, San Andrés, Petén"
min,21-May-21,Boeing 737-7H4,N289CT,Southwest Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)"
sub,21-May-21,Antonov An-2R,RA-33373,Utair,0,Laytamak Airstrip
w/o,21-May-21,Beechcraft B300 King Air 350i,NAF203,Nigerian Air Force - NAF,11,near Kaduna Airport (KAD)
non,28-May-21,Boeing 767-38E,HL7528,Asiana Airlines,0,"over Yesan , Chungcheongnam-do"
sub,28-May-21,Boeing 737-823 (WL),N834NN,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)"
w/o,29-May-21,Cessna 501 Citation I/SP,N66BK,JL&GL Productions LP,7,"near Smyrna Airport, TN (MQY)"
sub,30-May-21,ATR 72-500 (72-212A),SX-THR,Sky Express,0,Alexandroupolis-Demokritos Airport (AXD)
sub,02-Jun-21,Beechcraft 1900C,N219VP,Alpine Air Express,0,"Denver International Airport, CO (DEN/KDEN)"
w/o,03-Jun-21,Cessna 208B Grand Caravan EX,PK-DPT,Dabi Air Nusantara,0,Ilaga Airport (ILA)
sub,04-Jun-21,Honda HA-420 HondaJet,N10XN,GF Aviation LLC,0,"Atlanta-Cobb County-Mc Collum Field, GA (KRYY)"
sub,05-Jun-21,Cessna 208B Supervan 900,N103AN,Paraclub Wiener Neustadt,0,Wiener Neustadt West Air Base
non,07-Jun-21,Boeing 737-8AL (WL),VT-TGE,Vistara,0,W of Kolkata
w/o,10-Jun-21,Beechcraft 1900D,4610,Tatmadaw Lei (Myanmar Air Force),12,near Pyin Oo Lwin
non,13-Jun-21,Boeing 737-8AS (WL),EI-EVE,Ryanair,0,Málaga-Costa del Sol Airport (AGP/LEMG)
sub,14-Jun-21,ATR 72-600 (72-212A),VT-IYX,IndiGo Airlines,0,Hubli Airport (HBX)
w/o,16-Jun-21,Let L-410UVP-E,9S-GRJ,Kin Avia,3,near Bukavu-Kavumu Airport (BKY)
sub,18-Jun-21,Boeing 787-8 Dreamliner,G-ZBJB,British Airways,0,London Heathrow Airport (LHR)
w/o,19-Jun-21,Let L-410UVP-E,RF-94603,DOSAAF,5,near Tanay Airfield
w/o,21-Jun-21,Rockwell Sabreliner 65,XB-OXV,private,0,within Jesús María Semprún
sub,23-Jun-21,Gulfstream G280,M-ISTY,INEOS Aviation,0,Genève-Cointrin Airport (GVA/LSGG)
sub,24-Jun-21,Antonov An-2R,RA-01430,private,0,"3,5 km W of Zaboyskiy, Slavyansky district"
non,25-Jun-21,Airbus A321-231,N926UW,American Airlines,0,"New Orleans, Louisiana"
sub,25-Jun-21,Shorts 360-300,N970AA,Air Cargo Carriers,0,"Las Vegas-McCarran International Airport, NV (LAS)"
sub,25-Jun-21,Cessna 208B Supervan 900,PH-FST,Skydive Teuge,0,2 km W of Teuge Airport
non,29-Jun-21,Airbus A350-941,F-HTYH,Air France,0,Paris-Charles de Gaulle Airport (CDG/LFPG)
sub,01-Jul-21,Convair CV-580 Airtanker,C-FKFL,Conair,0,"Penticton Airport, BC (YYF)"
min,01-Jul-21,Convair CV-580 Airtanker,C-FHKF,Conair,0,"Penticton Airport, BC (YYF)"
w/o,02-Jul-21,Boeing 737-275C Adv.,N810TA,Transair (Cargo),0,"9 km WSW off Honolulu-Daniel K. Inouye International Airport, HI (HNL)"
sub,02-Jul-21,Cessna 750 Citation X,SX-ECI,Hellenic CAA,0,Paphos International Airport (PFO/LCPH)
non,04-Jul-21,Airbus A321-231,N156AN,American Airlines,0,"Miami, Florida"
sub,04-Jul-21,Antonov An-2R,UP-A0135,ELISA,0,"12 km from Karaultobe, Kyzylorda"
w/o,04-Jul-21,Lockheed C-130H Hercules,5125,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),,"Patikul, Sulu"
w/o,05-Jul-21,IAI 1124A Westwind II,N790JR,Transenergie Inc,2,near Treasure Cay Airport (TCB)
non,06-Jul-21,ATR 42-320,C-GLDE,Transwest Air,0,"120 nm from Saskatoon, SK"
w/o,06-Jul-21,Antonov An-26B-100,RA-26085,Kamchatka Aviation Enterprise,28,"3,8 km NW of Palana Airport"
w/o,08-Jul-21,Douglas DC-3C,HK-2820,ALIANSA Colombia,3,"13,5 km N of Villavicencio-La Vanguardia Airport (VVC)"
sub,11-Jul-21,Airbus A320-214,D-AICP,Condor Flugdienst,0,Kavala-Megas Alexandros Airport (KVA)
sub,11-Jul-21,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FLLL,Northwestern Air,0,"31,5 km ENE of Fort Smith, NT"
sub,11-Jul-21,Cessna 208 Caravan I,C-GUAY,Air Tunilik,0,"Rex North Mining Camp, QC"
sub,14-Jul-21,Cessna 208B Grand Caravan EX,8R-ABK,Jags Aviation,0,Eteringbang Airport (SYET)
sub,15-Jul-21,de Havilland Canada DHC-3T Vazar Turbine Otter,C-GUTW,Harbour Air,0,"Ganges Harbor Airport, BC (YGG)"
sub,15-Jul-21,Cessna 208 Caravan I,C-GIGO,Seair Seaplanes,0,"Ganges Harbor Airport, BC (YGG)"
sub,16-Jul-21,Antonov An-28,RA-28728,SiLA - Siberian Light Aviation,0,52 km SE of Kedrovo
sub,17-Jul-21,Cessna 208B Supervan 900,G-OJMP,GoSkydive,0,Old Sarum Airfield
sub,18-Jul-21,ATR 72-500 (72-212A),EC-MSN,"Air Europa Express, opb Aeronova",0,Madrid-Barajas Adolfo Suárez Airport (MAD)
w/o,20-Jul-21,British Aerospace BAe-125-700A,N611MC,private,0,"Jesús María Semprún, Zulia"
sub,21-Jul-21,Cessna 560XL Citation Excel,N46CF,PV Transport Inc,0,"Reading Regional Airport/Spaatz Field, PA (RDG)"
sub,21-Jul-21,de Havilland Canada DHC-8-106,5Y-GRS,Skyward Express,0,Burahache Airstrip
non,22-Jul-21,Airbus A321-211,N376DN,Delta Air Lines,0,"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)"
non,25-Jul-21,Boeing 737-8JP (WL),SE-RPE,Norwegian Air Sweden,0,near Nice Airport
w/o,26-Jul-21,Bombardier CL-600-2B16 Challenger 605,N605TR,Aeolus Air Charter,6,"Truckee Airport, CA (TKF)"
w/o,26-Jul-21,Cessna 208 Supervan 900,D-FLEC,Skydive Binz,1,S off Norderney Airfield (NRD)
w/o,27-Jul-21,Cessna 208B Grand Caravan,ET-AMI,"Abyssinian Flight Services, opf UNWorld Food Programme",0,near Kombolcha
non,31-Jul-21,Boeing 737-8AS (WL),EI-EPC,Ryanair,0,near Barcelona-El Prat Josep Tarradellas Airport (BCN/LEBL)
sub,03-Aug-21,Airbus A300B4-622R (F),D-AEAE,European Air Transport,0,Lagos-Murtala Muhammed International Airport (LOS)
w/o,09-Aug-21,Gulfstream American G-1159A Gulfstream III,XB-OZA,private,0,within Jesús María Semprún
sub,11-Aug-21,McDonnell Douglas MD-11F,N296UP,United Parcel Service - UPS,0,"Phoenix-Sky Harbor International Airport, AZ (PHX)"
w/o,12-Aug-21,Shijiazhuang Y-5B(D),B-8440,Northeast General Aviation Co.,0,"Nengbei Farm, Heilongjiang Province"
min,14-Aug-21,Britten-Norman BN-2A-III-2 Trislander,8R-GRE,Roraima Airways,0,7 nm S of Georgetown International Airport (OGL)
min,14-Aug-21,Bombardier DHC-8-402Q Dash 8,9S-AAN,Congo Airways,0,Lubumbashi International Airport (FBM/FZQA)
w/o,14-Aug-21,Beriev Be-200ChS,RF-88450,Russian Navy,8,near Kahramanmaras
sub,16-Aug-21,Cessna 208B Grand Caravan,N97HA,Wright Air Service,0,"near Fairbanks, AK"
w/o,17-Aug-21,Ilyushin Il-112V,41400,United Aircraft Corporation,3,near Kubinka AFB
non,21-Aug-21,Airbus A319-132,N806AW,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)"
sub,21-Aug-21,de Havilland Canada DHC-3T Turbine Otter,N560TR,Brooks Range Aviation,0,"near Bethel, AK"
sub,21-Aug-21,Gulfstream G-IV,N277GM,SN 1124 LLC,0,"Fort Lauderdale-Executive Airport, FL (FXE)"
non,23-Aug-21,Boeing 737-990ER,N479AS,Alaska Airlines,0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)"
w/o,24-Aug-21,Cirrus SF50 Vision Jet,N1GG,N1GG LLC,0,"Lansing-Capital Region International Airport, MI (LAN)"
sub,25-Aug-21,Beechcraft 1900D,C-GDSG,SkyJet,0,"Chevery Airport, QC (YHR/CYHR)"
sub,26-Aug-21,Embraer EMB-505 Phenom 300,N413N,Nicholas Services LLC,0,"Elk River, NC (NC06)"
min,27-Aug-21,Bombardier CRJ-900LR,C-FOJZ,Air Canada,0,"Vancouver International Airport, BC (YVR/CYVR)"
non,01-Sep-21,Boeing 767-332ER (WL),N196DN,Delta Air Lines,0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)"
w/o,02-Sep-21,Cessna 560XLS+ Citation XLS+,N560AR,Brook Haven Properties LLC,4,"0,4 km N of Plainville-Robertson Airport, CT"
sub,03-Sep-21,Raytheon 390 Premier I,N351CW,PB Air LLC,0,"Naples Airport, FL (APF)"
non,04-Sep-21,ATR 72-600 (72-212A),VT-IYM,IndiGo Airlines,0,en route Tiruchirappalli-Bengaluru
sub,04-Sep-21,Cessna 560XL Citation Excel,N827JS,Fly Exclusive,0,"near Salt Lake City International Airport, UT (SLC)"
w/o,12-Sep-21,Let L-410UVP-E20,RA-67042,"Aeroservice, opf SiLA - Siberian Light Aviation",4,3 km N of Kazachinskoye Airport
sub,14-Sep-21,Raytheon Beechjet 400A,N100FN,Meander Air II LLC,0,"between Youngstown, OH and Charleston, SC"
w/o,14-Sep-21,Beechcraft B200GT King Air 250,PS-CSM,CSM Agropecuária,7,"1,5 km N of Piracicaba Airport, SP (QHB)"
sub,15-Sep-21,Airbus A320-214,OE-LBY,Austrian Airlines,0,Berlin Brandenburg-Willy Brandt Airport (BER)
w/o,15-Sep-21,de Havilland Canada DHC-6 Twin Otter 300,PK-OTW,Rimbun Air,3,"3,4 km from Bilogai/Sugapa Airport (ZGP)"
sub,17-Sep-21,Canadair CRJ-200LR,N444ZW,"United Express, opb Air Wisconsin",0,"Asheville Regional Airport, NC (AVL)"
sub,20-Sep-21,Learjet 35A,ZS-SFV,Impuma Group,0,Lanseria International Airport (HLA)
w/o,22-Sep-21,Antonov An-26KPA,RA-26673,LPS Flight Checks & Systems,6,40 km SW of Khabarovsk
sub,23-Sep-21,Airbus A321-271N,N208HA,Hawaiian Airlines,0,"Honolulu-Daniel K. Inouye International Airport, HI (HNL)"
sub,25-Sep-21,Cessna 208B Supervan 900,OO-FFB,Paracentrum Vlaanderen,0,Moorsele Airfield (EBMO)
sub,27-Sep-21,Saab 340B,UR-ALG,"STP Airways, lsf AeroJet",0,São Tomé Island Airport (TMS/FPST)
sub,27-Sep-21,Boeing 757-224 (WL),N12125,United Airlines,0,"Newark-Liberty International Airport, NJ (EWR)"
sub,28-Sep-21,IAI 1124A Westwind II,PR-BVB,Brasil Vida Táxi Aéreo,0,"Goiânia-Santa Genoveva Airport, GO (GYN)"
sub,29-Sep-21,Britten-Norman BN-2B-26 Islander,J8-VBI,SVG Air,0,Montserrat-John A. Osborne Airport (MNI)
sub,01-Oct-21,Embraer ERJ-175LR,N730YX,"United Express, opb Republic Airlines",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)"
min,01-Oct-21,Embraer ERJ-175LR,N142SY,"United Express, opb SkyWest Airlines",0,"Chicago-O'Hare International Airport, IL (ORD/KORD)"
w/o,05-Oct-21,Dassault Falcon 20C,N283SA,Sierra West Airlines,2,"1,3 km W of Thomson-McDuffie County Airport, GA"
non,08-Oct-21,Boeing 737-8H4 (WL),N8642E,Southwest Airlines,0,"Lexington, Virginia"
w/o,08-Oct-21,Learjet 35A,unreg.,private,0,"near Little Belize, Corozal"
w/o,10-Oct-21,Let L-410UVP-E3,RF-94591,DOSAAF,16,"1,7 km E of Menzelinsk Airport"
sub,13-Oct-21,Bombardier BD-700-1A10 Global 6000,9H-VJM,VistaJet,0,Johannesburg-O.R. Tambo International Airport (JNB)
w/o,14-Oct-21,Antonov An-2T,N857PF,private,0,"near Wilton-Alta Mesa Airpark, CA"
non,15-Oct-21,Cessna 208B Grand Caravan,8R-GFA,Air Services Limited - ASL,,Kamarang Airport (KAR/SYKM)
sub,18-Oct-21,Beechcraft 200 Super King Air,N996LM,Lowcountry Aviation Co Brokerage LLC,0,"Mount Pleasant Regional-Faison field, SC (KLRO)"
sub,19-Oct-21,Antonov An-2R,RA-33350,AeroUral,0,"near Alapayevsk, Sverdlovsk region"
sub,19-Oct-21,Rockwell Sabreliner 60,XB-ETV,private,0,Jacmel Airport (JAK)
w/o,19-Oct-21,McDonnell Douglas MD-87,N987AK,987 Investments LLC,0,"Houston Executive Airport, TX (KTME)"
sub,22-Oct-21,Embraer EMB-500 Phenom 100,N925DR,Scout About LLC,0,"Orlando International Airport, FL (MCO)"
sub,22-Oct-21,Cessna 208B Supervan 900,N754KP,Alaska Seaplanes,0,"Juneau International Airport, AK (JNU)"
non,23-Oct-21,Embraer ERJ-175LR,N252NN,"Envoy Air, opf American Eagle",0,"Miami International Airport, FL (MIA/KMIA)"
w/o,25-Oct-21,Cessna 208 Caravan I,PK-SNN,Smart Cakrawala Aviation,1,Ilaga Airport (ILA)
w/o,29-Oct-21,Cessna 208B Grand Caravan,PK-RVH,Reven Global Transpor,0,Dagi Baru Airstrip
sub,30-Oct-21,Beechcraft 200 King Air,C-GEHS,"PAL Airlines, opf EHS LifeFlight Services",0,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)"
sub,01-Nov-21,de Havilland Canada DHC-6 Twin Otter 300,C-GNPS,Air Tindi,0,"12,4 km NW of Fort Providence, NT"
w/o,02-Nov-21,Antonov An-26,TR-NGT,"Optimum Aviation, opf Euro Airlines",5,"2,5 km N of Juba Airport (JUB)"
w/o,03-Nov-21,Antonov An-12BK,EW-518TI,Grodno Aircompany,9,3 km SE of Irkutsk Airport (IKT)
w/o,03-Nov-21,Transall C-160NG,EY-360,Safe Air Company (SAC),0,Dolow Airport
w/o,05-Nov-21,Gulfstream Aerospace G-1159A Gulfstream III,N42FL,private,0,"near Victoria 3, Retalhuleu"
sub,06-Nov-21,Antonov An-2R,YR-PMW,Asociatia Club Sportiv Skydiving Center,0,Letca Noua Airfield
w/o,13-Nov-21,Britten-Norman BN-2A-6 Islander,N866JA,Island Airways,4,"0,1 km S of Beaver Island-Welke Airport, MI"
sub,14-Nov-21,IAI 1125 Astra SP,N771DX,EMD Astra Holdings LLC,0,"Las Vegas-North Air Terminal, NV (VGT)"
non,21-Nov-21,Bombardier BD-100-1A10 Challenger 350,N743QS,NetJets,0,50 km N of Turks and Caicos Islands
non,25-Nov-21,Airbus A320-251N,PR-YRH,Azul Linhas Aéreas Brasileiras,0,"Cuiabá-Marechal Rondon International Airport, MT (CGB/SBCY)"
sub,28-Nov-21,Beechcraft 200 Super King Air,N71VT,Western Wings Corp,0,"Eugene Airport, OR (EUG)"
sub,29-Nov-21,Boeing 747-4B5F,N705CK,Kalitta Air,0,"between Santiago and Miami, FL"
sub,01-Dec-21,Cessna 510 Citation Mustang,N81CB,private,0,"Lake Havasu City Airport, AZ (KHII)"
sub,01-Dec-21,Cessna 208 Caravan I,N9602F,Lake & Peninsula Airlines,0,"W of Port Alsworth Airport, AK (PTA)"
non,05-Dec-21,Airbus A350-941,F-HNET,Air Caraïbes Atlantique,0,near Cayenne
sub,05-Dec-21,Cessna 560XL Citation Excel,G-IPAX,Air Charter Scotland Ltd.,0,Kemi/Tornio Airport (KEM)
w/o,10-Dec-21,Swearingen SA-226AT Merlin IV,N54GP,Castle Aviation,1,"0,6 km SW of Manchester-Boston Regional Airport, NH (MHT/KMHT)"
non,11-Dec-21,Boeing 737-8AS (WL),EI-EMM,Ryanair,0,Dublin Airport (DUB/EIDW)
sub,12-Dec-21,Airbus A320-251N,N307FR,Frontier Airlines,0,"Las Vegas-McCarran International Airport, NV (LAS)"
sub,14-Dec-21,Embraer EMB-500 Phenom 100,PR-TDV,Dimed SA Distribuidora da Medicamentos,0,"Santa Rosa Airport, RS (SRA)"
w/o,15-Dec-21,Gulfstream G-IVSP,HI1050,Helidosa Aviation Group,9,Santo Domingo-Las Américas International Airport (SDQ)
sub,17-Dec-21,Beechcraft B200 Super King Air,C-FSKO,Keewatin Air,0,"Sanikiluaq Airport, NU (YSK)"
sub,20-Dec-21,Cessna 525 CitationJet,N287CB,Cottingham & Butler Insurance Services,0,"Dubuque, IA"
non,21-Dec-21,Airbus A321-271NX,N2084J,JetBlue Airways,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)"
w/o,21-Dec-21,Learjet 35A,XA-VDK,private,0,Cancún Airport (CUN/MMUN)
w/o,21-Dec-21,Cessna 208B Super Cargomaster,N1116N,Martinaire,,"Fulshear, TX"
w/o,23-Dec-21,Shorts 360-300,9S-GPS,Malu Aviation,5,"14,8 km NW of Shabunda"
sub,25-Dec-21,Airbus A330-343,C-GFAF,Air Canada,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)"
w/o,27-Dec-21,Learjet 35A,N880Z,Aeromedevac Air Ambulance,4,"El Cajon, San Diego"
sub,28-Dec-21,Beechcraft A100 King Air,N93GT,Sky-Bound Aviation LLC,0,"Helena-Thompson-Robbins Airport, AR (HEE)"
w/o,28-Dec-21,Cessna 208B Grand Caravan,Z-HAC,Halsted Aviation Corporation (HAC),0,Bazaruto Island Airport (BZB)
sub,30-Dec-21,Embraer ERJ-170SE,N633RW,"United Express, opb Republic Airlines",0,"Newark-Liberty International Airport, NJ (EWR)"
min,30-Dec-21,Airbus A330-303,TC-JOK,THY Turkish Airlines,0,"Newark-Liberty International Airport, NJ (EWR)"
w/o,30-Dec-21,Beechcraft 300 Super King Air,TG-MAM,"Empresas Ginro, S.A.",0,Rio Dulce-Las Vegas Airport (LCF)
non,01-Jan-20,Gulfstream G IV,N962SS,Executive Charters Inc,0,"Van Nuys, CA"
w/o,02-Jan-20,Antonov An-12A,-,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),18,5 km from Geneina Airport (EGN)
sub,03-Jan-20,Hawker 900XP,N805D,Million Air San Juan,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG)
w/o,03-Jan-20,Harbin Y-12-II,SCL-857,Sri Lanka Air Force,4,"Haputale, Badulla"
sub,04-Jan-20,Beechcraft B200 King Air,N200HF,"L.C. Whitford Co., Inc.",0,"Morristown Municipal Airport, NJ (MMU)"
w/o,05-Jan-20,de Havilland Canada DHC-8-202Q,N8200L,US Special Operations Command (USSOCOM),0,Manda Bay-Camp Simba Air Base
sub,08-Jan-20,Boeing 737-823 (WL),N929NN,American Airlines,0,"New York-La Guardia Airport, NY (LGA)"
w/o,08-Jan-20,Boeing 737-8KV (WL),UR-PSR,Ukraine International Airlines,176,near Sabashahr
sub,09-Jan-20,Lockheed C-130BZ Hercules,403,South African Air Force - SAAF,0,Goma Airport (GOM)
non,10-Jan-20,Airbus A320-232,N1902U,United Airlines,0,"New Orleans, Louisiana"
sub,10-Jan-20,Airbus A321-231 (WL),VQ-BRS,Nordwind Airlines,0,Antalya Airport (AYT)
non,12-Jan-20,Boeing 737-8Q8 (WL),HL8243,Jin Air,0,30 km northwest of Fukuoka Airport
non,13-Jan-20,Airbus A320-214,OH-LXD,Finnair,0,Helsinki-Vantaa Airport (HEL/EFHK)
non,16-Jan-20,Airbus A380-861,A6-EEN,Emirates,0,Beira FIR
w/o,16-Jan-20,Beechcraft B200 King Air,N547LM,LifeMed Alaska,0,"NW off Unalaska-Tom Madsen Airport, AK (DUT)"
sub,19-Jan-20,Fairchild SA227-AC Metro III,C-GWVH,Perimeter Aviation,0,"Shamattawa Airport, MB (ZTM)"
sub,20-Jan-20,Boeing 767-232 (BDSF),SE-RLC,West Air Sweden,0,Roma-Ciampino Airport (CIA/LIRA)
sub,20-Jan-20,de Havilland Canada DHC-8-314 Dash 8,C-GXAI,Air Inuit,0,"Schefferville Airport, QC (YKL)"
w/o,23-Jan-20,Cessna S550 Citation S/II,ZS-CAR,South African Civil Aviation Authority,3,5 km NW of Friemersheim
w/o,23-Jan-20,Lockheed EC-130Q Hercules,N134CG,Coulson Aviation,3,"near Cooma, NSW"
sub,24-Jan-20,Gulfstream G150,N373ML,Compass Aviation LLC,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG)
w/o,27-Jan-20,Bombardier E-11A (Global Express),Nov-58,US Air Force (USAF),2,39 km NNW of Sharana FOB
w/o,27-Jan-20,McDonnell Douglas MD-83,EP-CPZ,Caspian Airlines,0,Bandar Mahshahr Airport (MRX)
sub,28-Jan-20,Boeing 737-6CT,C-GWJU,WestJet,0,"Vancouver International Airport, BC (YVR/CYVR)"
sub,28-Jan-20,Boeing 737-76N (WL),C-FZWS,WestJet,0,"Vancouver International Airport, BC (YVR/CYVR)"
